phenotype	tissue	gene	gene_name	pvalue	rcp
Astle_et_al_2016_Red_blood_cell_count	Brain_Caudate_basal_ganglia	ENSG00000169231.13	THBS3	2.35099784707254e-11	0.991
Astle_et_al_2016_Red_blood_cell_count	Brain_Caudate_basal_ganglia	ENSG00000173171.14	MTX1	2.35099784707256e-11	0.52
Astle_et_al_2016_Red_blood_cell_count	Brain_Caudate_basal_ganglia	ENSG00000104738.16	MCM4	2.02899762200142e-10	0.701
Astle_et_al_2016_Red_blood_cell_count	Brain_Caudate_basal_ganglia	ENSG00000178921.13	PFAS	5.04600670202417e-10	0.625
Astle_et_al_2016_Red_blood_cell_count	Brain_Caudate_basal_ganglia	ENSG00000172613.7	RAD9A	5.85940863409114e-10	0.712
Astle_et_al_2016_Red_blood_cell_count	Brain_Caudate_basal_ganglia	ENSG00000100225.17	FBXO7	6.27535888225585e-09	0.71
Astle_et_al_2016_Red_blood_cell_count	Brain_Caudate_basal_ganglia	ENSG00000163938.16	GNL3	5.45028407668267e-08	0.592
Astle_et_al_2016_Red_blood_cell_count	Brain_Cerebellar_Hemisphere	ENSG00000105610.4	KLF1	3.00901619349853e-39	0.53
Astle_et_al_2016_Red_blood_cell_count	Brain_Cerebellar_Hemisphere	ENSG00000187783.11	TMEM72	7.5419588543989e-38	0.847
Astle_et_al_2016_Red_blood_cell_count	Brain_Cerebellar_Hemisphere	ENSG00000122971.8	ACADS	6.04510039859586e-22	0.908
Astle_et_al_2016_Red_blood_cell_count	Brain_Cerebellar_Hemisphere	ENSG00000149485.18	FADS1	1.71257366642943e-20	0.598
Astle_et_al_2016_Red_blood_cell_count	Brain_Cerebellar_Hemisphere	ENSG00000149922.10	TBX6	1.18196206693048e-19	0.975
Astle_et_al_2016_Red_blood_cell_count	Brain_Cerebellar_Hemisphere	ENSG00000187166.1	H1FNT	1.69000580584173e-17	0.981
Astle_et_al_2016_Red_blood_cell_count	Brain_Cerebellar_Hemisphere	ENSG00000275228.1	RP11-370I10.10	9.29957329250222e-16	0.962
Astle_et_al_2016_Red_blood_cell_count	Brain_Cerebellar_Hemisphere	ENSG00000167528.12	ZNF641	1.72756247967511e-15	0.928
Astle_et_al_2016_Red_blood_cell_count	Brain_Cerebellar_Hemisphere	ENSG00000231852.6	CYP21A2	1.26971021085043e-14	0.514
Astle_et_al_2016_Red_blood_cell_count	Brain_Cerebellar_Hemisphere	ENSG00000167895.14	TMC8	2.37899948327083e-14	0.692
Astle_et_al_2016_Red_blood_cell_count	Brain_Cerebellar_Hemisphere	ENSG00000185666.14	SYN3	5.75143556858771e-13	0.671
Astle_et_al_2016_Red_blood_cell_count	Brain_Cerebellar_Hemisphere	ENSG00000126464.13	PRR12	1.54970724411679e-12	0.727
Astle_et_al_2016_Red_blood_cell_count	Brain_Cerebellar_Hemisphere	ENSG00000185499.16	MUC1	9.66538159273957e-12	0.974
Astle_et_al_2016_Red_blood_cell_count	Brain_Cerebellar_Hemisphere	ENSG00000169231.13	THBS3	2.35099784707254e-11	0.992
Astle_et_al_2016_Red_blood_cell_count	Brain_Cerebellar_Hemisphere	ENSG00000136111.12	TBC1D4	3.90724883944495e-11	0.642
Astle_et_al_2016_Red_blood_cell_count	Brain_Cerebellar_Hemisphere	ENSG00000104738.16	MCM4	2.02899762200142e-10	0.711
Astle_et_al_2016_Red_blood_cell_count	Brain_Cerebellar_Hemisphere	ENSG00000150907.7	FOXO1	2.23500290064463e-08	0.627
Astle_et_al_2016_Red_blood_cell_count	Brain_Cerebellar_Hemisphere	ENSG00000163938.16	GNL3	2.66351139199071e-08	0.609
Astle_et_al_2016_Red_blood_cell_count	Brain_Cerebellum	ENSG00000105610.4	KLF1	3.00901619349865e-39	0.633
Astle_et_al_2016_Red_blood_cell_count	Brain_Cerebellum	ENSG00000187783.11	TMEM72	6.12419598360453e-38	0.973
Astle_et_al_2016_Red_blood_cell_count	Brain_Cerebellum	ENSG00000122971.8	ACADS	1.12152911283783e-22	0.965
Astle_et_al_2016_Red_blood_cell_count	Brain_Cerebellum	ENSG00000149485.18	FADS1	1.27633951648541e-20	0.614
Astle_et_al_2016_Red_blood_cell_count	Brain_Cerebellum	ENSG00000273765.1	RP11-370I10.11	1.39439587486918e-17	0.668
Astle_et_al_2016_Red_blood_cell_count	Brain_Cerebellum	ENSG00000187166.1	H1FNT	1.6642344528123e-17	0.983
Astle_et_al_2016_Red_blood_cell_count	Brain_Cerebellum	ENSG00000122515.14	ZMIZ2	9.57663270464522e-17	0.615
Astle_et_al_2016_Red_blood_cell_count	Brain_Cerebellum	ENSG00000167528.12	ZNF641	5.04463091331684e-16	0.877
Astle_et_al_2016_Red_blood_cell_count	Brain_Cerebellum	ENSG00000275228.1	RP11-370I10.10	1.2662578053186e-15	0.983
Astle_et_al_2016_Red_blood_cell_count	Brain_Cerebellum	ENSG00000231852.6	CYP21A2	7.41400998728565e-14	0.737
Astle_et_al_2016_Red_blood_cell_count	Brain_Cerebellum	ENSG00000130764.9	LRRC47	8.93198582505998e-13	0.758
Astle_et_al_2016_Red_blood_cell_count	Brain_Cerebellum	ENSG00000149922.10	TBX6	1.53473994313641e-12	1
Astle_et_al_2016_Red_blood_cell_count	Brain_Cerebellum	ENSG00000126464.13	PRR12	1.19569950241383e-11	0.751
Astle_et_al_2016_Red_blood_cell_count	Brain_Cerebellum	ENSG00000126460.10	PRRG2	1.4620021051877e-11	0.583
Astle_et_al_2016_Red_blood_cell_count	Brain_Cerebellum	ENSG00000169231.13	THBS3	2.35099784707256e-11	0.99
Astle_et_al_2016_Red_blood_cell_count	Brain_Cerebellum	ENSG00000178921.13	PFAS	4.67588886624413e-11	0.807
Astle_et_al_2016_Red_blood_cell_count	Brain_Cerebellum	ENSG00000178977.3	LINC00324	1.24300160383143e-10	0.506
Astle_et_al_2016_Red_blood_cell_count	Brain_Cerebellum	ENSG00000104738.16	MCM4	2.02899762200142e-10	0.738
Astle_et_al_2016_Red_blood_cell_count	Brain_Cerebellum	ENSG00000172613.7	RAD9A	2.04999944599803e-10	0.959
Astle_et_al_2016_Red_blood_cell_count	Brain_Cerebellum	ENSG00000150907.7	FOXO1	2.10099889606993e-09	0.868
Astle_et_al_2016_Red_blood_cell_count	Brain_Cerebellum	ENSG00000138686.9	BBS7	3.76300435820583e-08	0.552
Astle_et_al_2016_Red_blood_cell_count	Brain_Cortex	ENSG00000105610.4	KLF1	4.16398741967792e-42	0.51
Astle_et_al_2016_Red_blood_cell_count	Brain_Cortex	ENSG00000146830.9	GIGYF1	9.7108725559905e-27	0.631
Astle_et_al_2016_Red_blood_cell_count	Brain_Cortex	ENSG00000149922.10	TBX6	1.4297778140416e-24	1
Astle_et_al_2016_Red_blood_cell_count	Brain_Cortex	ENSG00000122971.8	ACADS	4.73438815868572e-22	0.962
Astle_et_al_2016_Red_blood_cell_count	Brain_Cortex	ENSG00000187166.1	H1FNT	1.97792284672186e-18	0.954
Astle_et_al_2016_Red_blood_cell_count	Brain_Cortex	ENSG00000104885.17	DOT1L	8.31000468034458e-15	0.674
Astle_et_al_2016_Red_blood_cell_count	Brain_Cortex	ENSG00000126464.13	PRR12	9.2652864697846e-13	0.742
Astle_et_al_2016_Red_blood_cell_count	Brain_Cortex	ENSG00000133059.16	DSTYK	7.05800155293368e-12	0.562
Astle_et_al_2016_Red_blood_cell_count	Brain_Cortex	ENSG00000173171.14	MTX1	2.35099784707254e-11	0.876
Astle_et_al_2016_Red_blood_cell_count	Brain_Cortex	ENSG00000169231.13	THBS3	2.35099784707256e-11	0.987
Astle_et_al_2016_Red_blood_cell_count	Brain_Cortex	ENSG00000104738.16	MCM4	2.0289976220014e-10	0.715
Astle_et_al_2016_Red_blood_cell_count	Brain_Cortex	ENSG00000172613.7	RAD9A	6.22639627505014e-10	0.697
Astle_et_al_2016_Red_blood_cell_count	Brain_Cortex	ENSG00000275228.1	RP11-370I10.10	6.50600107423356e-10	0.584
Astle_et_al_2016_Red_blood_cell_count	Brain_Cortex	ENSG00000114902.13	SPCS1	2.322001314742e-09	0.687
Astle_et_al_2016_Red_blood_cell_count	Brain_Cortex	ENSG00000185666.14	SYN3	2.62824752161547e-09	0.654
Astle_et_al_2016_Red_blood_cell_count	Brain_Cortex	ENSG00000163938.16	GNL3	2.61099893618381e-08	0.536
Astle_et_al_2016_Red_blood_cell_count	Brain_Frontal_Cortex_BA9	ENSG00000149922.10	TBX6	2.12732781744291e-27	1
Astle_et_al_2016_Red_blood_cell_count	Brain_Frontal_Cortex_BA9	ENSG00000122971.8	ACADS	5.8401200648502e-23	0.944
Astle_et_al_2016_Red_blood_cell_count	Brain_Frontal_Cortex_BA9	ENSG00000187166.1	H1FNT	7.05723806563227e-17	0.982
Astle_et_al_2016_Red_blood_cell_count	Brain_Frontal_Cortex_BA9	ENSG00000141086.17	CTRL	1.39800183953789e-14	0.573
Astle_et_al_2016_Red_blood_cell_count	Brain_Frontal_Cortex_BA9	ENSG00000100225.17	FBXO7	4.15499955444193e-13	0.725
Astle_et_al_2016_Red_blood_cell_count	Brain_Frontal_Cortex_BA9	ENSG00000126464.13	PRR12	1.19569950241382e-11	0.618
Astle_et_al_2016_Red_blood_cell_count	Brain_Frontal_Cortex_BA9	ENSG00000169231.13	THBS3	2.35099784707256e-11	0.988
Astle_et_al_2016_Red_blood_cell_count	Brain_Frontal_Cortex_BA9	ENSG00000104738.16	MCM4	5.29669218868939e-11	0.719
Astle_et_al_2016_Red_blood_cell_count	Brain_Frontal_Cortex_BA9	ENSG00000172613.7	RAD9A	4.44564307184574e-10	0.908
Astle_et_al_2016_Red_blood_cell_count	Brain_Frontal_Cortex_BA9	ENSG00000163938.16	GNL3	4.28331042053163e-08	0.582
Astle_et_al_2016_Red_blood_cell_count	Brain_Hippocampus	ENSG00000179115.10	FARSA	7.14898359573387e-35	0.669
Astle_et_al_2016_Red_blood_cell_count	Brain_Hippocampus	ENSG00000149922.10	TBX6	1.49958731568793e-25	1
Astle_et_al_2016_Red_blood_cell_count	Brain_Hippocampus	ENSG00000122971.8	ACADS	3.78389241821505e-21	0.874
Astle_et_al_2016_Red_blood_cell_count	Brain_Hippocampus	ENSG00000122515.14	ZMIZ2	1.0860328917337e-15	0.753
Astle_et_al_2016_Red_blood_cell_count	Brain_Hippocampus	ENSG00000100225.17	FBXO7	3.71244608879792e-14	0.701
Astle_et_al_2016_Red_blood_cell_count	Brain_Hippocampus	ENSG00000126464.13	PRR12	1.24699891079379e-11	0.622
Astle_et_al_2016_Red_blood_cell_count	Brain_Hippocampus	ENSG00000169231.13	THBS3	2.35099784707256e-11	0.98
Astle_et_al_2016_Red_blood_cell_count	Brain_Hippocampus	ENSG00000104738.16	MCM4	2.02899762200142e-10	0.69
Astle_et_al_2016_Red_blood_cell_count	Brain_Hippocampus	ENSG00000172613.7	RAD9A	2.04999944599803e-10	0.954
Astle_et_al_2016_Red_blood_cell_count	Brain_Hippocampus	ENSG00000169592.14	INO80E	1.2419989286955e-09	0.683
Astle_et_al_2016_Red_blood_cell_count	Brain_Hypothalamus	ENSG00000187783.11	TMEM72	7.5419588543989e-38	0.966
Astle_et_al_2016_Red_blood_cell_count	Brain_Hypothalamus	ENSG00000149922.10	TBX6	4.11011138050539e-24	1
Astle_et_al_2016_Red_blood_cell_count	Brain_Hypothalamus	ENSG00000122971.8	ACADS	3.28657061715354e-23	0.879
Astle_et_al_2016_Red_blood_cell_count	Brain_Hypothalamus	ENSG00000102882.11	MAPK3	6.76902269625628e-22	0.585
Astle_et_al_2016_Red_blood_cell_count	Brain_Hypothalamus	ENSG00000128274.15	A4GALT	2.22036043262445e-21	0.685
Astle_et_al_2016_Red_blood_cell_count	Brain_Hypothalamus	ENSG00000149485.18	FADS1	9.69983709080103e-20	0.686
Astle_et_al_2016_Red_blood_cell_count	Brain_Hypothalamus	ENSG00000100225.17	FBXO7	4.67776295757604e-15	0.515
Astle_et_al_2016_Red_blood_cell_count	Brain_Hypothalamus	ENSG00000130764.9	LRRC47	5.78699590251194e-12	0.504
Astle_et_al_2016_Red_blood_cell_count	Brain_Hypothalamus	ENSG00000126464.13	PRR12	1.19569950241383e-11	0.691
Astle_et_al_2016_Red_blood_cell_count	Brain_Hypothalamus	ENSG00000169231.13	THBS3	2.35099784707258e-11	0.841
Astle_et_al_2016_Red_blood_cell_count	Brain_Hypothalamus	ENSG00000185499.16	MUC1	1.56200008310976e-10	0.69
Astle_et_al_2016_Red_blood_cell_count	Brain_Hypothalamus	ENSG00000104738.16	MCM4	2.0289976220014e-10	0.684
Astle_et_al_2016_Red_blood_cell_count	Brain_Hypothalamus	ENSG00000172613.7	RAD9A	2.04999944599803e-10	0.916
Astle_et_al_2016_Red_blood_cell_count	Brain_Nucleus_accumbens_basal_ganglia	ENSG00000149922.10	TBX6	9.25750173767733e-25	1
Astle_et_al_2016_Red_blood_cell_count	Brain_Nucleus_accumbens_basal_ganglia	ENSG00000122971.8	ACADS	3.97228354602607e-21	0.86
Astle_et_al_2016_Red_blood_cell_count	Brain_Nucleus_accumbens_basal_ganglia	ENSG00000273765.1	RP11-370I10.11	1.43699682115019e-17	0.936
Astle_et_al_2016_Red_blood_cell_count	Brain_Nucleus_accumbens_basal_ganglia	ENSG00000187166.1	H1FNT	1.45232460964434e-17	0.978
Astle_et_al_2016_Red_blood_cell_count	Brain_Nucleus_accumbens_basal_ganglia	ENSG00000126464.13	PRR12	1.39619643434889e-12	0.577
Astle_et_al_2016_Red_blood_cell_count	Brain_Nucleus_accumbens_basal_ganglia	ENSG00000169231.13	THBS3	2.43581967451567e-12	0.99
Astle_et_al_2016_Red_blood_cell_count	Brain_Nucleus_accumbens_basal_ganglia	ENSG00000104870.12	FCGRT	7.62683856519522e-11	0.559
Astle_et_al_2016_Red_blood_cell_count	Brain_Nucleus_accumbens_basal_ganglia	ENSG00000104738.16	MCM4	2.02899762200142e-10	0.698
Astle_et_al_2016_Red_blood_cell_count	Brain_Nucleus_accumbens_basal_ganglia	ENSG00000133059.16	DSTYK	2.36680037413408e-09	0.522
Astle_et_al_2016_Red_blood_cell_count	Brain_Nucleus_accumbens_basal_ganglia	ENSG00000163938.16	GNL3	2.84638307206441e-08	0.649
Astle_et_al_2016_Red_blood_cell_count	Brain_Putamen_basal_ganglia	ENSG00000187783.11	TMEM72	5.93140621026634e-38	0.944
Astle_et_al_2016_Red_blood_cell_count	Brain_Putamen_basal_ganglia	ENSG00000149922.10	TBX6	9.96735600772462e-26	1
Astle_et_al_2016_Red_blood_cell_count	Brain_Putamen_basal_ganglia	ENSG00000122971.8	ACADS	7.96970522445267e-21	0.629
Astle_et_al_2016_Red_blood_cell_count	Brain_Putamen_basal_ganglia	ENSG00000275228.1	RP11-370I10.10	6.08736000409482e-16	0.978
Astle_et_al_2016_Red_blood_cell_count	Brain_Putamen_basal_ganglia	ENSG00000126464.13	PRR12	6.87246840165192e-13	0.694
Astle_et_al_2016_Red_blood_cell_count	Brain_Putamen_basal_ganglia	ENSG00000184144.11	CNTN2	2.19300176548629e-12	0.661
Astle_et_al_2016_Red_blood_cell_count	Brain_Putamen_basal_ganglia	ENSG00000235169.7	SMIM1	2.33700053153809e-12	0.66
Astle_et_al_2016_Red_blood_cell_count	Brain_Putamen_basal_ganglia	ENSG00000133059.16	DSTYK	7.05800155293368e-12	0.548
Astle_et_al_2016_Red_blood_cell_count	Brain_Putamen_basal_ganglia	ENSG00000169231.13	THBS3	9.38318101105191e-12	0.991
Astle_et_al_2016_Red_blood_cell_count	Brain_Putamen_basal_ganglia	ENSG00000104870.12	FCGRT	4.70111403742482e-11	0.703
Astle_et_al_2016_Red_blood_cell_count	Brain_Putamen_basal_ganglia	ENSG00000104738.16	MCM4	5.32251357093572e-11	0.712
Astle_et_al_2016_Red_blood_cell_count	Brain_Putamen_basal_ganglia	ENSG00000172613.7	RAD9A	2.04999944599803e-10	0.964
Astle_et_al_2016_Red_blood_cell_count	Brain_Putamen_basal_ganglia	ENSG00000185591.9	SP1	4.57900372261368e-10	0.561
Astle_et_al_2016_Red_blood_cell_count	Brain_Putamen_basal_ganglia	ENSG00000100225.17	FBXO7	7.49397269257041e-09	0.735
Astle_et_al_2016_Red_blood_cell_count	Brain_Putamen_basal_ganglia	ENSG00000163938.16	GNL3	4.72532073899786e-08	0.609
Astle_et_al_2016_Red_blood_cell_count	Brain_Spinal_cord_cervical_c-1	ENSG00000187783.11	TMEM72	7.5419588543989e-38	0.781
Astle_et_al_2016_Red_blood_cell_count	Brain_Spinal_cord_cervical_c-1	ENSG00000149922.10	TBX6	4.00115875330455e-27	0.997
Astle_et_al_2016_Red_blood_cell_count	Brain_Spinal_cord_cervical_c-1	ENSG00000122971.8	ACADS	9.76069632696567e-22	0.56
Astle_et_al_2016_Red_blood_cell_count	Brain_Spinal_cord_cervical_c-1	ENSG00000149485.18	FADS1	1.22899932577365e-20	0.633
Astle_et_al_2016_Red_blood_cell_count	Brain_Spinal_cord_cervical_c-1	ENSG00000187166.1	H1FNT	8.60094376784029e-16	0.595
Astle_et_al_2016_Red_blood_cell_count	Brain_Spinal_cord_cervical_c-1	ENSG00000112715.21	VEGFA	4.06466254479831e-12	0.791
Astle_et_al_2016_Red_blood_cell_count	Brain_Spinal_cord_cervical_c-1	ENSG00000126464.13	PRR12	1.19569950241383e-11	0.716
Astle_et_al_2016_Red_blood_cell_count	Brain_Spinal_cord_cervical_c-1	ENSG00000169231.13	THBS3	2.35099784707258e-11	0.993
Astle_et_al_2016_Red_blood_cell_count	Brain_Spinal_cord_cervical_c-1	ENSG00000100225.17	FBXO7	3.25437875057975e-11	0.772
Astle_et_al_2016_Red_blood_cell_count	Brain_Spinal_cord_cervical_c-1	ENSG00000235169.7	SMIM1	1.71536104024981e-10	0.838
Astle_et_al_2016_Red_blood_cell_count	Brain_Spinal_cord_cervical_c-1	ENSG00000172613.7	RAD9A	2.04999944599803e-10	0.961
Astle_et_al_2016_Red_blood_cell_count	Brain_Substantia_nigra	ENSG00000187783.11	TMEM72	7.54195885439868e-38	0.903
Astle_et_al_2016_Red_blood_cell_count	Brain_Substantia_nigra	ENSG00000149922.10	TBX6	8.7728212493604e-27	0.996
Astle_et_al_2016_Red_blood_cell_count	Brain_Substantia_nigra	ENSG00000122971.8	ACADS	3.62699090357873e-21	0.797
Astle_et_al_2016_Red_blood_cell_count	Brain_Substantia_nigra	ENSG00000100225.17	FBXO7	4.41299967916888e-13	0.67
Astle_et_al_2016_Red_blood_cell_count	Brain_Substantia_nigra	ENSG00000275228.1	RP11-370I10.10	1.18600140164213e-11	0.585
Astle_et_al_2016_Red_blood_cell_count	Brain_Substantia_nigra	ENSG00000235169.7	SMIM1	1.81119964099042e-11	0.623
Astle_et_al_2016_Red_blood_cell_count	Brain_Substantia_nigra	ENSG00000169231.13	THBS3	2.35099784707256e-11	0.981
Astle_et_al_2016_Red_blood_cell_count	Brain_Substantia_nigra	ENSG00000172613.7	RAD9A	5.31169317277937e-10	0.8
Astle_et_al_2016_Red_blood_cell_count	Breast_Mammary_Tissue	ENSG00000112339.14	HBS1L	1.22514308340053e-138	0.674
Astle_et_al_2016_Red_blood_cell_count	Breast_Mammary_Tissue	ENSG00000177989.13	ODF3B	1.2378839156809e-36	0.875
Astle_et_al_2016_Red_blood_cell_count	Breast_Mammary_Tissue	ENSG00000149922.10	TBX6	8.43049223610818e-21	1
Astle_et_al_2016_Red_blood_cell_count	Breast_Mammary_Tissue	ENSG00000177311.11	ZBTB38	6.69497300173017e-20	0.618
Astle_et_al_2016_Red_blood_cell_count	Breast_Mammary_Tissue	ENSG00000167528.12	ZNF641	1.96791503417871e-17	0.982
Astle_et_al_2016_Red_blood_cell_count	Breast_Mammary_Tissue	ENSG00000112715.21	VEGFA	9.56102518417289e-17	0.892
Astle_et_al_2016_Red_blood_cell_count	Breast_Mammary_Tissue	ENSG00000104885.17	DOT1L	6.70169459885221e-15	0.566
Astle_et_al_2016_Red_blood_cell_count	Breast_Mammary_Tissue	ENSG00000232629.8	HLA-DQB2	1.77523741739402e-13	0.599
Astle_et_al_2016_Red_blood_cell_count	Breast_Mammary_Tissue	ENSG00000213398.7	LCAT	7.77677462411612e-13	0.549
Astle_et_al_2016_Red_blood_cell_count	Breast_Mammary_Tissue	ENSG00000174529.7	TMEM81	2.06999765730479e-11	0.572
Astle_et_al_2016_Red_blood_cell_count	Breast_Mammary_Tissue	ENSG00000126464.13	PRR12	2.96765819328127e-11	0.779
Astle_et_al_2016_Red_blood_cell_count	Breast_Mammary_Tissue	ENSG00000172613.7	RAD9A	1.27804685879024e-10	0.972
Astle_et_al_2016_Red_blood_cell_count	Breast_Mammary_Tissue	ENSG00000136938.8	ANP32B	1.79188931877099e-10	0.709
Astle_et_al_2016_Red_blood_cell_count	Breast_Mammary_Tissue	ENSG00000104738.16	MCM4	2.02899762200142e-10	0.746
Astle_et_al_2016_Red_blood_cell_count	Breast_Mammary_Tissue	ENSG00000169231.13	THBS3	5.0371332386126e-10	0.994
Astle_et_al_2016_Red_blood_cell_count	Breast_Mammary_Tissue	ENSG00000169223.14	LMAN2	1.11500041482863e-09	0.694
Astle_et_al_2016_Red_blood_cell_count	Breast_Mammary_Tissue	ENSG00000176845.12	METRNL	8.91161323496914e-09	0.65
Astle_et_al_2016_Red_blood_cell_count	Cells_Cultured_fibroblasts	ENSG00000224959.1	AC017002.2	2.21663038257873e-50	0.996
Astle_et_al_2016_Red_blood_cell_count	Cells_Cultured_fibroblasts	ENSG00000025708.13	TYMP	4.45896632282334e-39	0.96
Astle_et_al_2016_Red_blood_cell_count	Cells_Cultured_fibroblasts	ENSG00000179218.13	CALR	2.14301024372956e-26	0.606
Astle_et_al_2016_Red_blood_cell_count	Cells_Cultured_fibroblasts	ENSG00000103335.21	PIEZO1	2.46400442849822e-25	0.801
Astle_et_al_2016_Red_blood_cell_count	Cells_Cultured_fibroblasts	ENSG00000122971.8	ACADS	1.97468494493115e-22	0.843
Astle_et_al_2016_Red_blood_cell_count	Cells_Cultured_fibroblasts	ENSG00000135766.8	EGLN1	2.57624928299344e-22	0.892
Astle_et_al_2016_Red_blood_cell_count	Cells_Cultured_fibroblasts	ENSG00000175970.10	UNC119B	1.86300488416094e-21	0.675
Astle_et_al_2016_Red_blood_cell_count	Cells_Cultured_fibroblasts	ENSG00000149922.10	TBX6	6.33228373316741e-21	1
Astle_et_al_2016_Red_blood_cell_count	Cells_Cultured_fibroblasts	ENSG00000177989.13	ODF3B	8.56855330498177e-21	0.995
Astle_et_al_2016_Red_blood_cell_count	Cells_Cultured_fibroblasts	ENSG00000141524.15	TMC6	2.56452285891187e-16	0.984
Astle_et_al_2016_Red_blood_cell_count	Cells_Cultured_fibroblasts	ENSG00000159792.9	PSKH1	1.56700051100542e-14	0.602
Astle_et_al_2016_Red_blood_cell_count	Cells_Cultured_fibroblasts	ENSG00000213398.7	LCAT	5.20100624444951e-14	0.589
Astle_et_al_2016_Red_blood_cell_count	Cells_Cultured_fibroblasts	ENSG00000105607.12	GCDH	1.18280985242487e-12	0.966
Astle_et_al_2016_Red_blood_cell_count	Cells_Cultured_fibroblasts	ENSG00000133059.16	DSTYK	4.60121261319696e-12	0.662
Astle_et_al_2016_Red_blood_cell_count	Cells_Cultured_fibroblasts	ENSG00000126464.13	PRR12	9.00403076568362e-12	0.726
Astle_et_al_2016_Red_blood_cell_count	Cells_Cultured_fibroblasts	ENSG00000126460.10	PRRG2	1.46200210518769e-11	0.619
Astle_et_al_2016_Red_blood_cell_count	Cells_Cultured_fibroblasts	ENSG00000146374.13	RSPO3	1.99958240547617e-11	0.51
Astle_et_al_2016_Red_blood_cell_count	Cells_Cultured_fibroblasts	ENSG00000176209.11	SMIM19	3.27388123260215e-11	0.527
Astle_et_al_2016_Red_blood_cell_count	Cells_Cultured_fibroblasts	ENSG00000178921.13	PFAS	1.90428725283115e-10	0.897
Astle_et_al_2016_Red_blood_cell_count	Cells_Cultured_fibroblasts	ENSG00000104738.16	MCM4	2.02899762200142e-10	0.758
Astle_et_al_2016_Red_blood_cell_count	Cells_Cultured_fibroblasts	ENSG00000117222.13	RBBP5	6.11522335603498e-10	0.528
Astle_et_al_2016_Red_blood_cell_count	Cells_Cultured_fibroblasts	ENSG00000169231.13	THBS3	2.33313298294135e-09	0.993
Astle_et_al_2016_Red_blood_cell_count	Cells_Cultured_fibroblasts	ENSG00000138686.9	BBS7	2.75582513215315e-09	0.592
Astle_et_al_2016_Red_blood_cell_count	Cells_Cultured_fibroblasts	ENSG00000118564.14	FBXL5	5.07922002497976e-09	0.66
Astle_et_al_2016_Red_blood_cell_count	Cells_Cultured_fibroblasts	ENSG00000136938.8	ANP32B	2.96322825884518e-08	0.576
Astle_et_al_2016_Red_blood_cell_count	Cells_Cultured_fibroblasts	ENSG00000239332.5	LINC01119	6.15426190656149e-08	0.997
Astle_et_al_2016_Red_blood_cell_count	Cells_EBV-transformed_lymphocytes	ENSG00000112339.14	HBS1L	2.32041250510146e-171	0.555
Astle_et_al_2016_Red_blood_cell_count	Cells_EBV-transformed_lymphocytes	ENSG00000177989.13	ODF3B	1.92600598679906e-43	0.861
Astle_et_al_2016_Red_blood_cell_count	Cells_EBV-transformed_lymphocytes	ENSG00000025708.13	TYMP	7.35990844477342e-27	0.69
Astle_et_al_2016_Red_blood_cell_count	Cells_EBV-transformed_lymphocytes	ENSG00000149922.10	TBX6	2.82433831234817e-21	0.999
Astle_et_al_2016_Red_blood_cell_count	Cells_EBV-transformed_lymphocytes	ENSG00000135766.8	EGLN1	3.27600399337501e-19	0.979
Astle_et_al_2016_Red_blood_cell_count	Cells_EBV-transformed_lymphocytes	ENSG00000104885.17	DOT1L	1.11054735562314e-14	0.926
Astle_et_al_2016_Red_blood_cell_count	Cells_EBV-transformed_lymphocytes	ENSG00000102886.14	GDPD3	3.06314071422494e-14	0.994
Astle_et_al_2016_Red_blood_cell_count	Cells_EBV-transformed_lymphocytes	ENSG00000185499.16	MUC1	9.61534430054982e-13	0.535
Astle_et_al_2016_Red_blood_cell_count	Cells_EBV-transformed_lymphocytes	ENSG00000169231.13	THBS3	2.35099784707258e-11	0.993
Astle_et_al_2016_Red_blood_cell_count	Cells_EBV-transformed_lymphocytes	ENSG00000104738.16	MCM4	2.02899762200142e-10	0.762
Astle_et_al_2016_Red_blood_cell_count	Cells_EBV-transformed_lymphocytes	ENSG00000273102.1	AP000569.9	5.71399689974498e-10	0.733
