phenotype	intron	pvalue	rcp
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	intron_4_7043849_7054062	1.01946617674275e-07	0.973
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	intron_17_43018799_43021936	1.82776175112146e-07	0.604
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	intron_8_127989291_127996561	1.85469849772669e-07	0.777
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	intron_10_44380880_44384945	2.01249940425102e-07	0.881
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	intron_17_7324012_7324112	2.11999729155299e-07	0.683
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	intron_17_7324980_7325209	2.119997291553e-07	0.657
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	intron_17_7322010_7322735	2.119997291553e-07	0.562
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	intron_1_27342367_27345297	2.27100164578256e-07	0.763
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	intron_19_1032696_1036416	2.33054675434952e-07	0.766
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	intron_10_89247649_89251707	2.54461058031546e-07	0.853
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	intron_22_17683321_17702243	2.5531726867264e-07	0.545
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	intron_19_48644569_48645403	2.57726497273983e-07	0.619
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	intron_10_71755466_71773358	2.63570656700315e-07	0.994
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	intron_16_3672820_3674339	2.75811953673238e-07	0.821
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	intron_10_89247649_89251737	2.88335940841431e-07	0.887
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	intron_17_7324012_7324108	3.09856977123203e-07	0.588
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	intron_10_13492876_13496766	3.32699920561889e-07	0.813
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	intron_7_149080717_149090623	3.35784963682692e-07	0.543
Astle_et_al_2016_White_blood_cell_count	intron_6_31269525_31269966	1.39359273191249e-127	0.987
Astle_et_al_2016_White_blood_cell_count	intron_6_30007593_30491137	2.32465163712699e-105	0.585
Astle_et_al_2016_White_blood_cell_count	intron_6_30490515_30491137	4.17217437703219e-101	0.64
Astle_et_al_2016_White_blood_cell_count	intron_6_32043536_32043749	1.3040377348282e-97	0.692
Astle_et_al_2016_White_blood_cell_count	intron_6_31271348_31356688	9.74723655151909e-97	0.505
Astle_et_al_2016_White_blood_cell_count	intron_6_32040205_32040406	2.92579052017993e-96	0.893
Astle_et_al_2016_White_blood_cell_count	intron_6_32007470_32007671	2.28944089837768e-94	0.783
Astle_et_al_2016_White_blood_cell_count	intron_19_43649143_43652225	5.68214047724104e-57	0.988
Astle_et_al_2016_White_blood_cell_count	intron_11_314356_314922	1.14522575000143e-39	0.986
Astle_et_al_2016_White_blood_cell_count	intron_19_45239061_45245341	1.41499967405406e-39	0.65
Astle_et_al_2016_White_blood_cell_count	intron_11_319985_320565	7.51236514619407e-35	0.771
Astle_et_al_2016_White_blood_cell_count	intron_11_319990_320565	2.47449338058819e-33	0.74
Astle_et_al_2016_White_blood_cell_count	intron_11_308438_309013	4.55441145532676e-31	0.986
Astle_et_al_2016_White_blood_cell_count	intron_19_16377254_16377637	1.10304966904724e-29	0.901
Astle_et_al_2016_White_blood_cell_count	intron_19_16378806_16385129	1.2089971253476e-29	0.942
Astle_et_al_2016_White_blood_cell_count	intron_19_16384275_16385129	2.48312776647009e-29	0.87
Astle_et_al_2016_White_blood_cell_count	intron_11_308438_314922	2.44226002409465e-28	0.983
Astle_et_al_2016_White_blood_cell_count	intron_16_30472898_30474196	5.89999478776205e-27	0.966
Astle_et_al_2016_White_blood_cell_count	intron_16_30472898_30473965	5.89999478776209e-27	0.966
Astle_et_al_2016_White_blood_cell_count	intron_16_30474083_30474196	5.89999478776226e-27	0.974
Astle_et_al_2016_White_blood_cell_count	intron_6_26598110_26598265	7.85250258562412e-27	0.63
Astle_et_al_2016_White_blood_cell_count	intron_5_132295009_132302441	7.39264494273366e-25	0.56
Astle_et_al_2016_White_blood_cell_count	intron_13_28024943_28027088	5.5366369348898e-24	1
Astle_et_al_2016_White_blood_cell_count	intron_1_36475673_36479433	2.0460830565039e-20	0.986
Astle_et_al_2016_White_blood_cell_count	intron_2_27372740_27373247	5.33701780092362e-20	0.813
Astle_et_al_2016_White_blood_cell_count	intron_7_44967958_44969413	6.22490626519817e-20	0.929
Astle_et_al_2016_White_blood_cell_count	intron_7_44967958_44968920	7.21541760564417e-20	0.93
Astle_et_al_2016_White_blood_cell_count	intron_1_36475673_36477605	2.97076402304525e-19	0.95
Astle_et_al_2016_White_blood_cell_count	intron_7_44964162_44964415	3.91198896694222e-19	0.728
Astle_et_al_2016_White_blood_cell_count	intron_7_44964519_44964945	3.91198896694228e-19	0.728
Astle_et_al_2016_White_blood_cell_count	intron_6_26597223_26597914	6.82092431093978e-19	0.569
Astle_et_al_2016_White_blood_cell_count	intron_1_36477677_36479433	1.48905463674647e-17	0.976
Astle_et_al_2016_White_blood_cell_count	intron_2_168843117_168851084	5.6598634673748e-17	0.907
Astle_et_al_2016_White_blood_cell_count	intron_2_168851006_168851084	9.23330495781846e-17	0.947
Astle_et_al_2016_White_blood_cell_count	intron_2_168851404_168856690	1.25491685206343e-16	0.931
Astle_et_al_2016_White_blood_cell_count	intron_5_132349957_132360080	5.89392682830753e-16	0.594
Astle_et_al_2016_White_blood_cell_count	intron_2_168843117_168850836	6.98250585345714e-16	0.901
Astle_et_al_2016_White_blood_cell_count	intron_2_168862049_168863377	2.01242561243413e-15	0.913
Astle_et_al_2016_White_blood_cell_count	intron_3_47067118_47073005	6.63899485733781e-15	0.725
Astle_et_al_2016_White_blood_cell_count	intron_2_168862049_168863381	1.21886733266646e-14	0.903
Astle_et_al_2016_White_blood_cell_count	intron_2_168862049_168864834	1.38418315099603e-14	0.913
Astle_et_al_2016_White_blood_cell_count	intron_5_132313768_132327277	2.09805264397092e-14	0.506
Astle_et_al_2016_White_blood_cell_count	intron_11_128463627_128480191	4.65189285083832e-14	0.59
Astle_et_al_2016_White_blood_cell_count	intron_2_143129466_143155477	1.96385729686826e-13	0.93
Astle_et_al_2016_White_blood_cell_count	intron_17_74698481_74698576	2.38100183429572e-13	0.823
Astle_et_al_2016_White_blood_cell_count	intron_5_69292362_69294793	4.70359653459788e-12	0.512
Astle_et_al_2016_White_blood_cell_count	intron_5_69311204_69313985	6.66953655459622e-12	0.676
Astle_et_al_2016_White_blood_cell_count	intron_5_69311204_69320237	6.73169200302687e-12	0.681
Astle_et_al_2016_White_blood_cell_count	intron_10_71755466_71773358	7.21339667475864e-12	0.999
Astle_et_al_2016_White_blood_cell_count	intron_5_69306902_69307951	1.33500005019417e-11	0.619
Astle_et_al_2016_White_blood_cell_count	intron_5_69303929_69307951	1.35200169617035e-11	0.581
Astle_et_al_2016_White_blood_cell_count	intron_5_69303929_69306817	1.35200169617035e-11	0.597
Astle_et_al_2016_White_blood_cell_count	intron_10_44380880_44384945	1.58251965277485e-11	0.896
Astle_et_al_2016_White_blood_cell_count	intron_15_50492913_50493060	2.05409730375528e-11	0.948
Astle_et_al_2016_White_blood_cell_count	intron_19_10285009_10285115	2.52843579160019e-11	0.864
Astle_et_al_2016_White_blood_cell_count	intron_4_71752650_71754411	2.83299648929764e-11	0.565
Astle_et_al_2016_White_blood_cell_count	intron_5_69314043_69320237	2.95963508715571e-11	0.662
Astle_et_al_2016_White_blood_cell_count	intron_2_168846951_168851084	4.43547055284799e-11	0.699
Astle_et_al_2016_White_blood_cell_count	intron_5_69300127_69303847	5.00842173659247e-11	0.622
Astle_et_al_2016_White_blood_cell_count	intron_5_69320345_69320465	7.55129014534376e-11	0.546
Astle_et_al_2016_White_blood_cell_count	intron_5_69285467_69294793	8.44213145788557e-11	0.698
Astle_et_al_2016_White_blood_cell_count	intron_5_179699102_179705679	9.06626029440406e-11	0.944
Astle_et_al_2016_White_blood_cell_count	intron_11_61803188_61803363	9.36001119714025e-11	0.503
Astle_et_al_2016_White_blood_cell_count	intron_6_16754091_16761298	1.34700019356202e-10	0.565
Astle_et_al_2016_White_blood_cell_count	intron_8_11494591_11543135	1.57900028824111e-10	0.595
Astle_et_al_2016_White_blood_cell_count	intron_19_51225155_51225218	1.71534840599242e-10	0.976
Astle_et_al_2016_White_blood_cell_count	intron_1_108195992_108199956	1.87788370964085e-10	0.771
Astle_et_al_2016_White_blood_cell_count	intron_5_179699049_179705679	2.0717397149386e-10	0.944
Astle_et_al_2016_White_blood_cell_count	intron_18_23519174_23520202	2.41700291089783e-10	0.648
Astle_et_al_2016_White_blood_cell_count	intron_10_71760924_71761598	2.72101220340954e-10	0.894
Astle_et_al_2016_White_blood_cell_count	intron_5_179699770_179705679	2.96699951597782e-10	0.832
Astle_et_al_2016_White_blood_cell_count	intron_11_61803111_61803363	4.67934600373319e-10	0.758
Astle_et_al_2016_White_blood_cell_count	intron_15_50492913_50494070	4.79683272159978e-10	0.91
Astle_et_al_2016_White_blood_cell_count	intron_19_51235253_51235595	5.10607238125513e-10	0.891
Astle_et_al_2016_White_blood_cell_count	intron_8_127989291_127996561	5.47448848190816e-10	0.597
Astle_et_al_2016_White_blood_cell_count	intron_18_23545149_23548006	6.12673623310615e-10	0.511
Astle_et_al_2016_White_blood_cell_count	intron_18_23506642_23533355	6.54298959858667e-10	0.767
Astle_et_al_2016_White_blood_cell_count	intron_6_41194833_41198109	6.56108064111285e-10	0.606
Astle_et_al_2016_White_blood_cell_count	intron_19_10285028_10285115	7.7911341977639e-10	0.864
Astle_et_al_2016_White_blood_cell_count	intron_18_23526765_23529179	7.80391452440323e-10	0.661
Astle_et_al_2016_White_blood_cell_count	intron_11_61811075_61812471	1.07700069751264e-09	0.644
Astle_et_al_2016_White_blood_cell_count	intron_19_51225598_51225803	1.13062996446202e-09	0.952
Astle_et_al_2016_White_blood_cell_count	intron_11_61816426_61837778	1.20312139177715e-09	0.741
Astle_et_al_2016_White_blood_cell_count	intron_6_159041055_159041798	1.25812771298961e-09	0.777
Astle_et_al_2016_White_blood_cell_count	intron_19_51225155_51225803	1.40383694307562e-09	0.976
Astle_et_al_2016_White_blood_cell_count	intron_18_23573574_23586287	1.46276025650469e-09	0.606
Astle_et_al_2016_White_blood_cell_count	intron_18_23532284_23533355	2.02533126344865e-09	0.732
Astle_et_al_2016_White_blood_cell_count	intron_11_61790602_61792556	2.0262305756298e-09	0.609
Astle_et_al_2016_White_blood_cell_count	intron_11_61828597_61837778	2.26848666143374e-09	0.751
Astle_et_al_2016_White_blood_cell_count	intron_14_77380481_77391008	2.30999948184641e-09	0.501
Astle_et_al_2016_White_blood_cell_count	intron_2_168843117_168846796	2.33949513952969e-09	0.649
Astle_et_al_2016_White_blood_cell_count	intron_10_44380880_44385976	2.54956802102772e-09	0.913
Astle_et_al_2016_White_blood_cell_count	intron_19_47131028_47143494	3.00970731281337e-09	0.868
Astle_et_al_2016_White_blood_cell_count	intron_6_35591220_35597248	3.05599608933026e-09	0.865
Astle_et_al_2016_White_blood_cell_count	intron_19_47131112_47143494	3.69160010944925e-09	0.897
Astle_et_al_2016_White_blood_cell_count	intron_19_51235676_51239518	3.97844637351762e-09	0.947
Astle_et_al_2016_White_blood_cell_count	intron_22_19980369_19981211	4.36227469430118e-09	0.511
Astle_et_al_2016_White_blood_cell_count	intron_22_19982091_19983673	4.64837307369009e-09	0.805
Astle_et_al_2016_White_blood_cell_count	intron_19_51235253_51235518	4.91199980188015e-09	0.757
Astle_et_al_2016_White_blood_cell_count	intron_22_19982091_19987073	5.38595169911684e-09	0.632
Astle_et_al_2016_White_blood_cell_count	intron_11_61793028_61795341	6.05879262757963e-09	0.569
Astle_et_al_2016_White_blood_cell_count	intron_9_137039864_137039971	6.4443772621637e-09	0.77
Astle_et_al_2016_White_blood_cell_count	intron_9_133233609_133275162	7.77793371076147e-09	0.624
Astle_et_al_2016_White_blood_cell_count	intron_19_47130858_47143494	7.87200424137297e-09	0.622
Astle_et_al_2016_White_blood_cell_count	intron_22_19980363_19981211	8.72361768703319e-09	0.6
Astle_et_al_2016_White_blood_cell_count	intron_17_56981230_56984676	8.96118477975717e-09	0.514
Astle_et_al_2016_White_blood_cell_count	intron_22_19982091_19990585	9.05308335465143e-09	0.597
Astle_et_al_2016_White_blood_cell_count	intron_2_113195770_113196147	9.92399503535922e-09	0.547
Astle_et_al_2016_White_blood_cell_count	intron_2_113193948_113196147	9.92798641346176e-09	0.765
Astle_et_al_2016_White_blood_cell_count	intron_7_47369621_47380805	1.08800084369098e-08	0.692
Astle_et_al_2016_White_blood_cell_count	intron_4_7043849_7048463	1.09708390964674e-08	0.977
Astle_et_al_2016_White_blood_cell_count	intron_19_1026724_1031071	1.37133062792587e-08	0.97
Astle_et_al_2016_White_blood_cell_count	intron_8_127989291_128009590	1.38627507875706e-08	0.546
Astle_et_al_2016_White_blood_cell_count	intron_21_46209785_46210688	1.67445846967038e-08	0.587
Astle_et_al_2016_White_blood_cell_count	intron_9_35684807_35685064	1.72040755677257e-08	0.757
Astle_et_al_2016_White_blood_cell_count	intron_9_35685139_35685269	2.12789996910853e-08	0.859
Astle_et_al_2016_White_blood_cell_count	intron_18_23522906_23533355	2.16139624120305e-08	0.504
Astle_et_al_2016_White_blood_cell_count	intron_13_49549648_49550411	2.25399921026443e-08	0.558
Astle_et_al_2016_White_blood_cell_count	intron_9_35684550_35685064	2.29411152211977e-08	0.838
Astle_et_al_2016_White_blood_cell_count	intron_11_65868840_65869360	2.38503604373194e-08	0.817
Astle_et_al_2016_White_blood_cell_count	intron_11_65868840_65869857	2.6349976717112e-08	0.654
Astle_et_al_2016_White_blood_cell_count	intron_11_65868056_65868295	2.66217797965132e-08	0.83
Astle_et_al_2016_White_blood_cell_count	intron_2_113196493_113197564	2.76528835802752e-08	0.79
Astle_et_al_2016_White_blood_cell_count	intron_11_65868013_65868295	2.82167399811766e-08	0.814
Astle_et_al_2016_White_blood_cell_count	intron_12_123945800_123972529	2.83011475325421e-08	0.578
Astle_et_al_2016_White_blood_cell_count	intron_9_35684550_35684732	2.85546602106721e-08	0.834
Astle_et_al_2016_White_blood_cell_count	intron_21_46286415_46286870	3.26857717486697e-08	0.839
Astle_et_al_2016_White_blood_cell_count	intron_12_123944364_123944669	3.27367931894745e-08	0.581
Astle_et_al_2016_White_blood_cell_count	intron_12_123944354_123972529	3.2925538835394e-08	0.51
Astle_et_al_2016_White_blood_cell_count	intron_12_123944364_123945704	3.3100021684182e-08	0.676
Astle_et_al_2016_White_blood_cell_count	intron_12_123944740_123972529	3.31000216841822e-08	0.616
Astle_et_al_2016_White_blood_cell_count	intron_12_123944364_123956284	3.39110358439344e-08	0.533
Astle_et_al_2016_White_blood_cell_count	intron_12_123944740_123945704	3.4019227543195e-08	0.578
Astle_et_al_2016_White_blood_cell_count	intron_12_123944364_123972529	3.46223368357243e-08	0.565
Astle_et_al_2016_White_blood_cell_count	intron_1_207770362_207783292	3.4913350501786e-08	0.524
Astle_et_al_2016_White_blood_cell_count	intron_1_108156885_108157462	3.56036455683508e-08	0.555
Astle_et_al_2016_White_blood_cell_count	intron_12_119668403_119672301	3.66829403722393e-08	0.949
Astle_et_al_2016_White_blood_cell_count	intron_11_65865894_65867257	3.72975143624107e-08	0.828
Astle_et_al_2016_White_blood_cell_count	intron_14_35110642_35112864	3.96972090321917e-08	0.63
Astle_et_al_2016_White_blood_cell_count	intron_11_65868629_65869857	4.24653840485592e-08	0.853
Astle_et_al_2016_White_blood_cell_count	intron_22_39134575_39138636	4.35192333922601e-08	0.706
Astle_et_al_2016_White_blood_cell_count	intron_11_65865894_65865986	4.41439425081146e-08	0.838
Astle_et_al_2016_White_blood_cell_count	intron_17_7851796_7851951	4.9140043181587e-08	0.523
Astle_et_al_2016_White_blood_cell_count	intron_17_56984765_56985378	5.13900660546866e-08	0.524
Astle_et_al_2016_White_blood_cell_count	intron_17_7858824_7859382	5.29100315034994e-08	0.651
Astle_et_al_2016_White_blood_cell_count	intron_9_35684807_35685269	5.86915615155142e-08	0.891
Astle_et_al_2016_White_blood_cell_count	intron_2_113199226_113201158	6.04011785005487e-08	0.514
Astle_et_al_2016_White_blood_cell_count	intron_9_137037910_137039971	6.31516496943298e-08	0.825
Astle_et_al_2016_White_blood_cell_count	intron_2_27376216_27376313	6.63669922908095e-08	0.807
Astle_et_al_2016_White_blood_cell_count	intron_9_35722223_35723952	6.64899339864326e-08	0.605
Astle_et_al_2016_White_blood_cell_count	intron_3_183978651_183981727	7.5977098955269e-08	0.801
Astle_et_al_2016_White_blood_cell_count	intron_9_137040067_137040357	8.00223656484378e-08	0.602
Astle_et_al_2016_White_blood_cell_count	intron_2_27376183_27376313	8.08214984763918e-08	0.791
Astle_et_al_2016_White_blood_cell_count	intron_21_46266166_46266982	8.93338692584821e-08	0.593
Astle_et_al_2016_White_blood_cell_count	intron_9_35726534_35732075	1.00840644381519e-07	0.717
Astle_et_al_2016_White_blood_cell_count	intron_11_65835673_65849478	1.02611669098457e-07	0.664
Astle_et_al_2016_White_blood_cell_count	intron_21_46286737_46286870	1.1144933681187e-07	0.755
Astle_et_al_2016_White_blood_cell_count	intron_9_35725727_35726376	1.1629989950734e-07	0.518
Astle_et_al_2016_White_blood_cell_count	intron_4_7043849_7047955	1.24362853314354e-07	0.909
Astle_et_al_2016_White_blood_cell_count	intron_2_113235570_113238090	1.25320768178953e-07	0.606
Astle_et_al_2016_White_blood_cell_count	intron_6_395007_395487	1.2639988941187e-07	0.978
Astle_et_al_2016_White_blood_cell_count	intron_6_395546_395847	1.2639988941187e-07	0.983
Astle_et_al_2016_White_blood_cell_count	intron_6_395935_397111	1.26399889411871e-07	0.942
Astle_et_al_2016_White_blood_cell_count	intron_6_395935_397108	1.26399889411871e-07	0.943
Astle_et_al_2016_White_blood_cell_count	intron_21_46534687_46537224	1.40198263848234e-07	0.571
Astle_et_al_2016_White_blood_cell_count	intron_21_46277717_46279993	1.43577784091334e-07	0.559
Astle_et_al_2016_White_blood_cell_count	intron_13_49549648_49549743	1.43708644348516e-07	0.562
Astle_et_al_2016_White_blood_cell_count	intron_22_17099310_17100355	1.51300024265931e-07	0.707
Astle_et_al_2016_White_blood_cell_count	intron_22_17098887_17099150	1.51300024265932e-07	0.707
Astle_et_al_2016_White_blood_cell_count	intron_13_49549648_49551326	1.54606889195042e-07	0.601
Astle_et_al_2016_White_blood_cell_count	intron_2_113211619_113225602	1.7248065477979e-07	0.583
Astle_et_al_2016_White_blood_cell_count	intron_2_113197913_113198740	1.76502878237157e-07	0.709
Astle_et_al_2016_White_blood_cell_count	intron_6_35587117_35591130	1.78199792450276e-07	0.71
Astle_et_al_2016_White_blood_cell_count	intron_2_113197913_113199083	1.79649410168578e-07	0.71
Astle_et_al_2016_White_blood_cell_count	intron_22_17098887_17100355	1.8092488518269e-07	0.707
Astle_et_al_2016_White_blood_cell_count	intron_19_47169923_47203671	2.07102672852097e-07	0.675
Astle_et_al_2016_White_blood_cell_count	intron_14_65054689_65059394	2.35100068206434e-07	0.663
Astle_et_al_2016_White_blood_cell_count	intron_21_46210744_46213025	2.56618201745685e-07	0.758
Astle_et_al_2016_White_blood_cell_count	intron_9_83753359_83768818	2.69486077055214e-07	0.507
Astle_et_al_2016_White_blood_cell_count	intron_10_44376032_44378637	2.90604897268466e-07	0.568
Astle_et_al_2016_White_blood_cell_count	intron_11_65868629_65869360	2.9345766311023e-07	0.806
Astle_et_al_2016_White_blood_cell_count	intron_2_113235570_113255390	3.15728721923647e-07	0.607
Astle_et_al_2016_White_blood_cell_count	intron_7_47481141_47506907	3.17953701881617e-07	0.527
Astle_et_al_2016_White_blood_cell_count	intron_17_48048462_48050607	3.53010605691834e-07	0.741
Astle_et_al_2016_White_blood_cell_count	intron_2_231708751_231711348	3.53743349379621e-07	0.618
BCAC_ER_negative_BreastCancer_EUR	intron_11_1881596_1883419	5.78426530367996e-17	0.64
BCAC_ER_negative_BreastCancer_EUR	intron_11_1880224_1883419	1.31836542084398e-15	0.542
BCAC_ER_negative_BreastCancer_EUR	intron_11_1880224_1881432	1.21221004613235e-14	0.762
BCAC_ER_negative_BreastCancer_EUR	intron_1_113907161_113908009	3.12649426389066e-07	0.677
